#Approved Symbol	Previous Symbols	Synonyms
A1BG		
BCL2L11		BOD, BimL, BimEL, BimS, BIM
BCL2L2		KIAA0271, BCL-W, PPP1R51
BAK1P1	BCL2L7P1	BAK2
BAK1P2	BCL2L7P2	BAK3, BAK3P
BCL3	D19S37, BCL4	
BCL5		
BCL6	ZNF51	ZBTB27, LAZ3, BCL5, BCL6A
BCL6B	ZNF62	ZBTB28, BAZF
BCL7A	BCL7	
BCL7B		
BCL7C		
NBEAP1	BCL8	BCL8A
BCL9		
OPN1SW	BCP	BOP, CBT
BCR	D22S11, BCR1	D22S662, CML, PHL, ALL
BCRP2	BCR2, BCRL2	BCR-2
BCRP3	BCR3, BCRL6, BCRL3	
BCRP4	BCR4, BCRL4	BCR-4
BCRP5	BCRL5	
BCS1L		Hs.6719, BCS, h-BCS, BJS
BCYRN1		BC200, BC200a, NCRNA00004, LINC00004
BCYRN1P1		BC200b
BCYRN1P2		BC200g
BDH1	BDH	SDR9C1
BDKRB1		BKR1, B1BKR, bradyb1
BDKRB2		BK-2
BDMR		
BDNF		
BECN1		ATG6, VPS30
BEX1		
CFB	BFD, BF	H2-Bf
BFSP1		CP94, CP115, LIFL-H, filensin
BFSP2		CP47, CP49, LIFL-L, phakinin
BGLAP		OCN
BGN		DSPG1, SLRR1A
BHLHE40	STRA13, BHLHB2	DEC1, bHLHe40
BHMT		BHMT1
BHMT2		
BICD1		
BID		
BIK		NBK
BIN1	AMPHL	SH3P9, AMPH2
BIN2		BRAP-1
BIN3		
BLCAP		BC10
BLK		MGC10442
BLM		BS, RECQL3, RECQ2
BLMH		BH
CXCR5	BLR1	MDR15, CD185
BLVRA	BLVR	
BLVRB	FLR	SDR43U1
BLZF1		JEM-1
BMI1	PCGF4	RNF51
BMP1	PCOLC	
BMP15		GDF9B
BMP2	BMP2A	
BMP3		
BMP4	BMP2B	
BMP5		
BMP6	VGR	VGR1
BMP7		OP-1
BMP8B	BMP8	OP-2
BMPR1A	ACVRLK3	ALK3, CD292
BMPR1B		ALK6, CDw293
BMPR2	PPH1	BRK-3, T-ALK, BMPR3, BMPR-II
BMX		ETK, PSCTK3
POLR3D	BN51T	TSBN51, RPC4
BNC1	BNC	HsT19447
BNIP1		Nip1, SEC20
BNIP2		Nip2, BNIP-2
BNIP3		Nip3
BNIP3L		Nix, BNIP3a
BOK		BCL2L9, BOKL, MGC4631
DST	BPAG1	BP240, KIAA0728, FLJ21489, FLJ13425, FLJ32235, FLJ30627, CATX-15, BPA, MACF2
FOXL2	BPES	BPES1
BPGM		
BPHL	MCNAA	Bph-rp
BPI		BPIFD1
BPNT1		
BRAF		BRAF1
BRAP		BRAP2, RNF52, IMP
BRCA1		RNF53, BRCC1, PPP1R53
BRCA2	FANCD1, FACD, FANCD	FAD, FAD1, BRCC2
BRD1		BRL, BRPF2
BRD2		KIAA9001, RING3, D6S113E, NAT, FSRG1
BRD3		RING3L, ORFX, KIAA0043
BRDT		BRD6, CT9
BRE		BRCC45, BRCC4
ZFP36L1	BRF1	RNF162B, Berg36, ERF1, TIS11B, cMG1
ZFP36L2	BRF2	ERF2, RNF162C, TIS11D
BRI3		
NCAPH	BRRN1	CAP-H, hCAP-H
BRS3		
BSG	OK	EMMPRIN, CD147
BSN	ZNF231	
BST1		CD157
BST2		CD317, tetherin
BTBD1		
BTC		
BTD		
KLF9	BTEB1	
BTF3	NACB	BTF3a, BTF3b
BTF3P11	BTF3L1	HUMBTFB, TNFRSF11B, OPG, OCIF
BTF3P12	BTF3L2	HUMBTFC
BTF3P13	BTF3L3	HUMBTFD
BTF3P1		HUMBTFA
BTG1		
BTG2		PC3, TIS21, MGC126063, MGC126064
BTG3		ANA, tob55
BTK	AGMX1, IMD1	ATK, XLA, PSCTK1
BTN1A1	BTN	BT
BTN2A1		BT2.1, BTF1
BTN2A2		BTF2, BT2.2
BTN3A1		BT3.1, BTF5, CD277
BTN3A2		
BTN3A3		BTF3
BTNL2		HSBLMHC1, BTL-II
BTNL3		BTNLR
BTRC		bTrCP, betaTrCP, FBXW1A, Fwd1, beta-TrCP1, bTrCP1
FBXW11P1	BTRC2P, FBXW1BP1, FBXW1BP	
BTS1		
BUB1	BUB1L	hBUB1, BUB1A
BUB1B		BUBR1, MAD3L, Bub1A, SSK1
BUB3		BUB3L
BVES		HBVES, POP1, POPDC1
BVR1		
BYSL		
TSPO	BZRP	PBR, MBR, PKBS, mDRC, DBI, IBP, pk18
C10orf2	IOSCA	PEO, PEO1, TWINKLE, FLJ21832, TWINL
CEP55	C10orf3	FLJ10540, CT111
FRA10AC1	C10orf4	
C11orf1		FLJ23499
TMEM258	C11orf10	
DAGLA	C11orf11	KIAA0659, NSDDR, DAGLALPHA
RASSF7	C11orf13	HRC1, HRAS1
NRIP3	C11orf14	
TMEM9B	C11orf15	
C11orf16		
AKIP1	C11orf17	BCA3
ELP4	C11orf19	PAXNEB
VPS51	C11orf3, C11orf2	ANG2, ANG3, FFR
PPP6R3	C11orf23, SAPS3	SAPLa, DKFZp781E2374, DKFZp781O2362, DKFZp781E17107, SAP190, SAPL, PP6R3, FLJ11058, FLJ43065, KIAA1558, MGC125711, MGC125712
C11orf24		DM4E3
MRPL49	C11orf4	NOF, NOF1, L49mt
ZNHIT2	C11orf5	FON
MPPED2	C11orf8	239FB, D11S302E, Hs.46638, FAM1B, dJ873F21.1, dJ1024C24.1
MYRF	C11orf9	Ndt80, pqn-47, MRF
ANO2	C12orf3, TMEM16B	
C12orf4		
C12orf5		TIGAR
PARP11	C12orf6	
C14orf1		NET51, ERG28
C14orf2		MP68
AHSA1	C14orf3	p38
NPAP1	C15orf2	
EID1	C15orf3, CRI1	EID-1
MRPL46	C15orf4	LIECG2, P2ECSL
LINC00597	C15orf5	
C16orf3		
FBXW10	C17orf1, C17orf1A	SM2SH2, HREP, Fbw10
FMNL1	C17orf1B, FMNL	C17orf1
CCDC90AP1	C17orf23	
SMG6-IT1	C17orf6	
LDLRAD4	C18orf1	
LINC00470	C18orf2	
GIPC1	C19orf3, RGS19IP1	TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP
C1HR		
SERPING1	C1NH	C1IN, C1-INH, HAE1, HAE2
ERC2-IT1	C1orf1, C3orf51	Po42
CRNN	C1orf10	SEP53
EGLN1	C1orf12	SM-20, PHD2, ZMYND6, HIFPH2
FAM189B	C1orf2	cote1
UBQLN4	C1orf6	A1U, UBIN
TMEM59	C1orf8	HSPC001
SUCO	C1orf9	CH1, SLP1, OPT
C1QA		
C1QB		
C1QBP	HABP1	gC1Q-R, gC1qR, p32, SF2p32
C1QBPP		
C1QC	C1QG	
C1R		
C1S		
C2		
TPX2	C20orf2, C20orf1	p100, DIL-2
FAM3B	C21orf11	D21M16SJHU19e, PRED44, 2-21, ORF9, C21orf76
LCA5L	C21orf13	MGC33295
SETD4	C21orf27, C21orf18	
C21orf2		YF5, A2
LINC00111	C21orf21, NCRNA00111	
LINC00112	C21orf22, NCRNA00112	
LINC00113	C21orf23, NCRNA00113	
LINC00114	C21orf24, NCRNA00114	
C2CD2	C21orf25	TMEM24L, DKFZP586F0422, C21orf258
TSPEAR	C21orf29, DFNB98	MGC11251, TSP-EAR
LRRC3DN	C21orf30	DKFZP434C128
TSPEAR-AS1		
C21orf33		KNP-Ia, GT335, ES1, HES1, D21S2048E, KNPI, KNPH, KNP-I
LINC00478	C21orf35, FLJ38295, C21orf34	
C21orf37		
CHODL-AS1	C21orf39, NCRNA00157	
TMEM50B	C21orf4	
GRIK1-AS2	C21orf41, NCRNA00258	
LINC00158	C21orf42, NCRNA00158	
LINC00159	C21orf44, NCRNA00159	
MIS18A	C21orf46, C21orf45	B28, FASP1, hMis18alpha
C21orf49		
DOPEY2	C21orf5	KIAA0933
SMIM11	C21orf51, FAM165B	
LINC00160	C21orf52, NCRNA00160	
C21orf54		
DNAJC28	C21orf55	C21orf78
SPATC1L	C21orf56	
YBEY	C21orf57	
C21orf58		
C21orf59	C21orf48	FLJ20467
RWDD2B	C21orf6	GL011
MRAP	C21orf61	B27, FALP
C21orf62	C21orf120	B37, PRED81
MPPED1	C22orf1	239AB, FAM1A
CBY1	C22orf2, PGEA1	PIGEA14, PIGEA-14, Chibby, Cby
RHBDD3	C22orf3	PTAG
TBC1D22A	C22orf4	
TMEM184B	C22orf5	HS5O6A, DKFZP586A1024, FM08
TTLL1	C22orf7	
FAM118A	C22orf8	FLJ20635, bK268H5.C22.4
KIAA0930	C22orf9	bK268H5.C22.1
EML4	C2orf2	ROPP120, ELP120
GCFC2	TCF9, C2orf3	DNABF, GCF
C3		CPAMD1, ARMD9, C3a, C3b
C3AR1		C3AR, AZ3B
C3CER1		CER1
TIMMDC1	C3orf1	FLJ22597
CLDND1	C3orf4	
C4A		CPAMD2, C4S, CO4, C4, C4A3, C4A2, C4A4, C4A6, C4B, RG
C4B		CPAMD3, C4F, CO4, C4B1, C4B3, CH
C4BPA	C4BP	
C4BPAP1	C4BPAL1	
C4BPAP2	C4BPAL2	
C4BPB	C4BP	
SLC30A9	C4orf1	HUEL, ZNT9, GAC63
MYOZ2	C4orf5	CS-1
C5		CPAMD4, C5a, C5b
OFD1P17	C5orf1, OFD1P1	71-7A3, 71-7A5
FAM114A2	C5orf3	133K02
FAXDC2	C5orf4	FLJ13758
FAM13B	C5orf5, FAM13B1	N61, KHCHP, ARHGAP49
FAM53C	C5orf6	
KDM3B	C5orf7, JMJD1B	KIAA1082, NET22
C5AR1	C5R1	C5A, C5AR, CD88
C6		
C6orf1		LBH, MGC57858
TRAF3IP2	C6orf4, C6orf5, C6orf6, C6orf2	DKFZP586G0522, ACT1, CIKS
C7		
SAMD9	C7orf5	KIAA2004, FLJ20073
SAMD9L	C7orf6	KIAA2005, FLJ39885
ASZ1	C7orf7, ANKL1	Orf3, GASZ, ALP1, CT1.19
C8A		
C8B		
C8G		
OSGIN2	C8orf1	hT41
ERLIN2	C8orf2, SPFH2, Erlin-2	NET32, SPG18
C8orf4		TC-1, hTC-1
C9		
EQTN	C9orf11	AFAF, SPACA8, equatorin
C9orf3		C90RF3, FLJ14675, APO, AOPEP, AP-O
FRRS1L	C9orf4	CG-6
TMEM245	C9orf5	CG-2
FAM206A	C9orf6	CG-8, FLJ20457
CACFD1	C9orf7	D9S2135, flower
ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322
C9orf9		
CA1		Car1
CA10		CARPX, CA-RPX, HUCEP-15
CA11		CARP2, CARPX1
CA12		HsT18816
CA14		
CA2		Car2, CA-II, CAII
CA3		Car3, CAIII
CA4	RP17	CAIV, Car4
CA5A	CA5	CAV, CAVA
CA5B		
CA5AP1	CA5P	
CA6		
CA7		
CA8	CALS	CARP
CA9		MN, CAIX
CABP1		
CABP2		
CABP4		CSNB2B
CACD		
CACNA1A	CACNL1A4, SCA6, MHP1, MHP	Cav2.1, EA2, APCA, HPCA, FHM
CACNA1B	CACNL1A5	Cav2.2, CACNN
CACNA1C	CCHL1A1, CACNL1A1	Cav1.2, CACH2, CACN2, TS, LQT8
CACNA1D	CCHL1A2, CACNL1A2	Cav1.3, CACH3, CACN4
CACNA1E	CACNL1A6	Cav2.3, BII, CACH6
CACNA1F	CSNB2, AIED	Cav1.4, JM8, JMC8, CSNBX2, CORDX3, CSNB2A, OA2
CACNA1G		Cav3.1, NBR13
CACNA1H		Cav3.2
CACNA1I		Cav3.3
CACNA1S	HOKPP, MHS5, CACNL1A3	Cav1.1, hypoPP
CACNA2D1	CACNL2A, CACNA2, MHS3	
CACNA2D2		KIAA0558
CACNB1	CACNLB1	
CACNB2	MYSB, CACNLB2	
CACNB3	CACNLB3	
CACNB4		EJM4
CACNG1	CACNLG	
CACNG2		stargazin, MGC138502, MGC138504
CACNG3		
CACNG4		MGC11138, MGC24983
CACNG5		
SLC25A20	CACT	CAC
SLC25A20P1	CACTP, SLC25A20P	
CAD		
CADPS		CAPS, KIAA1121, CAPS1
CALB1	CALB	
CALB2		CAL2
S100G	CALB3	CABP9K, CABP1
CALCA	CALC1	
CALCB	CALC2	FLJ30166, CGRP-II
CALCP		CALC3
CALCR		CTR
CALD1		CDM, H-CAD, L-CAD
CALM1	CALML2	CAMI, PHKD, DD132
CALM1P1	CALML1	
CALM1P2		TCAG_1643085
CALM2		PHKD, CAMII
CALM2P1		
CALM2P2		
CALM2P3		
CALM3		PHKD
CALML3		CLP
CALR		RO, SSA, cC1qR, CRT, FLJ26680
CALU		
CAMK1		CaMKI
CAMK2A	CAMKA	KIAA0968, CaMKIINalpha
CAMK2B	CAMKB	CAM2, CAMK2
CAMK2D	CAMKD	
CAMK2G	CAMKG	
CAMK4		CaMK-GR
CAMKK1		DKFZp761M0423, CAMKKA, MGC34095
CAMKK2		CAMKK, KIAA0787, CAMKKB, MGC15254
CAMLG		CAML
CAMP		CAP18, FALL39, FALL-39, LL37
CANX		CNX, IP90, P90
CAPG	AFCP	MCP
CAPN1		muCANP, muCL, CANP, CANPL1
CAPN10		
CAPN11		
CAPN2		mCANP, CANPml, CANPL2
CAPN3	LGMD2, LGMD2A	CANP3, p94, nCL-1
CAPNS1	CAPN4	CANP, CANPS, 30K, CDPS
CAPN5		nCL-3, HTRA3
CAPN6		CAPNX, CalpM, CANPX
CAPN7		PalBH
CAPN8		nCL-2
CAPN9		nCL-4, GC36
CAPS		CAPS1, MGC126562
CAPZA1		
CAPZA1P		
CAPZA2		CAPZ, CAPPA2
CAPZB		
SHPK	CARKL	SHK
CARS		CARS1
ALX1	CART1	
CASK	TNRC8	LIN2, CAGH39, FGS4
CASKP1	CASKP	
CASP1	IL1BC	ICE
CASP10		MCH4
CASP14		MICE, MGC119078, MGC119079
CASP2	NEDD2	ICH1, PPP1R57
CASP3		CPP32, CPP32B, Yama, apopain
CASP4		ICE(rel)II, ICH-2, TX
CASP5		ICE(rel)III
CASP6		MCH2
CASP7		MCH3, CMH-1, ICE-LAP3
CASP8		MCH5, MACH, FLICE, Casp-8
CASP8AP2		FLASH, CED-4, RIP25, FLJ11208, KIAA1315
CASP9		MCH6, ICE-LAP6, APAF-3, PPP1R56
CASQ1	CASQ	PDIB1
CASQ2		PDIB2
CASR	HHC, HHC1	FHH, NSHPT, GPRC2A
CAST		
CAT		
CATR1		
CAV1	CAV	
CAV2		CAV
CAV3		VIP-21, LGMD1C, VIP21, LQT9
MICU1	CBARA1	CALC, EFHA3, FLJ12684
RUNX1T1	AML1T1, CBFA2T1	CDR, ETO, MTG8, ZMYND2
CBFA2T2		MTGR1, ZMYND3
CBFA2T3		MTGR2, ZMYND4, MTG16
CBFB		PEBP2B
SERPINA6	CBG	
CBL	CBL2	RNF55, c-Cbl
CBLB		RNF56, Cbl-b
CBLN1		
CBLN2		
SERPINH1	CBP1, CBP2, SERPINH2	HSP47, colligen
CBR1	CBR	SDR21C1
CBR3		SDR21C2
CBS		HIP4
CBX1		HP1Hs-beta, M31, MOD1, CBX, HP1-BETA
CBX2	CDCA6	MGC10561
CBX3		HP1Hs-gamma
CBX4		hPC2, PC2, NBP16
CBX5		HP1Hs-alpha, HP1, HP1-ALPHA
CBX6		
CBX7		
CCA1		
CCAL1		CPDD
CCBL1		KATI, GTK
CCBP2	CMKBR9	CCR10, D6, CCR9
CCIN		BTBD20
CCK		
CCKAR		
CCKBR		
KRIT1	CCM1	CAM
CCNA1		
CCNA2	CCNA, CCN1	
CCNB1	CCNB	
CCNB2		HsT17299
CCNC		CycC
CCND1	BCL1, D11S287E, PRAD1	U21B31
CCND2		
CCND2P		
CCND3		
CCND3P		
CCNDBP1		DIP1, GCIP
CCNE1	CCNE	
CCNE2		CYCE2
CCNF		FBX1, FBXO1
CCNG1	CCNG	
CCNG2		
CCNH		p34, p37
CCNI		
CCNK		CPR4
CCNT1	HIVE1	CCNT, CYCT1
CCNT2		
CCR1	SCYAR1, CMKBR1	CKR-1, MIP1aR, CD191
CCR2	CMKBR2	CC-CKR-2, CKR2, MCP-1-R, CD192, FLJ78302
CCR3	CMKBR3	CC-CKR-3, CKR3, CD193
CCR4		CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194
CCR5	CMKBR5	CKR-5, CC-CKR-5, CKR5, CD195, IDDM22
CCR6	STRL22	CKR-L3, GPR-CY4, CMKBR6, GPR29, DRY-6, DCR2, BN-1, CD196
CCR7	CMKBR7, EBI1	BLR2, CDw197, CD197
CCR8	CMKBRL2, CMKBR8	CY6, TER1, CKR-L1, GPR-CY6, CDw198
CCR9	GPR28	GPR-9-6, CDw199
CCRL1		CCR11, CCBP2, VSHK1, CCX-CKR, PPR1
CCRL2		HCR, CRAM-B, CKRX, CRAM-A
CCS		
CCT		
CCT2		Cctb
CCT3	TRIC5	Cctg
CCT4		Cctd
CCT5		KIAA0098
CCT6A	CCT6	TTCP20, TCPZ, Cctz, HTR3, TCP20
CCT6B		Cctz2, TSA303
CCT7		Ccth, Nip7-1
CCT8	C21orf112	Cctq, PRED71
CCV		
XCR1	GPR5, CCXCR1	
CD14		
CD151		SFA-1, PETA-3, TSPAN24, RAPH
CD163		M130, MM130
CD164		MUC-24, MGC-24
CD19		
CD1A	CD1	
CD1B	CD1	
CD1C	CD1	
CD1D		
CD1E		
CD2	SRBC	
CD209		DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L
CD22		SIGLEC-2, SIGLEC2
CD24		CD24A
CD24P1	CD24L1	
CD24P2	CD24L2	
CD24P3	CD24L3	
CD24P4	CD24L4	
CD28		
CD2BP2		LIN1, Snu40, PPP1R59
CD33		SIGLEC3, SIGLEC-3, p67, FLJ00391
CD34		
CD36		SCARB3, GPIV, FAT, GP4, GP3B
SCARB1	CD36L1	SRB1, CLA-1, CLA1, SR-BI
SCARB2	CD36L2	HLGP85, LIMPII, SR-BII, LIMP-2
CD37		TSPAN26
CD38		
CD3D	T3D	
CD3E		
CD3G		
CD247	CD3Z	CD3H, CD3Q
CD4		
CD44	MIC4, MDU2, MDU3	IN, MC56, Pgp1, CD44R, HCELL, CSPG8
CD47	MER6	IAP, OA3
CD48	BCM1	BLAST, mCD48, hCD48, SLAMF2
CD5	LEU1	T1
CD53	MOX44	TSPAN25
CD58	LFA3	
CD59	MIC11, MIN1, MSK21, MIN2, MIN3	16.3A5, EJ16, EJ30, EL32, G344, p18-20
CD5L	API6	Spalpha
CD6		Tp120
CD63	MLA1	ME491, TSPAN30
CD68		SCARD1, macrosialin, GP110, DKFZp686M18236, LAMP4
CD69		CLEC2C
CD7		GP40, LEU-9, TP41, Tp40
CD72		LYB2, CD72b
CD74	DHLAG	
CD79A	IGA	MB-1
CD79B	IGB	B29
CD80	CD28LG, CD28LG1	B7.1, B7-1
CD81	TAPA1	TAPA-1, TSPAN28
CD83		HB15, BL11
CD84		SLAMF5, hCD84, mCD84
CD86	CD28LG2	B7.2, B7-2
CD8A	CD8	
CD8B	CD8B1	
CD8BP	CD8B2	
CD9	MIC3	BA2, P24, TSPAN29, MRP-1
CD97		TM7LN1
CDA		CDD
CDAN1		CDA-I, CDAI
CDAN3		CDAIII
CDB2		CDTB
SEPT7	CDC10	CDC3, SEPT7A
CDC14A		Cdc14A1, Cdc14A2, cdc14
CDC14B		Cdc14B1, Cdc14B2, CDC14B3, hCDC14B
CDC16		APC6, ANAPC6, CUT9
CDK1	CDC2	CDC28A
CDC20		p55CDC, CDC20A
CDC23		APC8, ANAPC8, CUT23
CDC25A		
CDC25B		
CDC25C	CDC25	PPP1R60
CDC27	D0S1430E, D17S978E	APC3, ANAPC3, NUC2
CDK11B	CDC2L1	CDK11-p110, CDK11-p58, CDK11-p46
CDK11A	CDC2L3, CDC2L2	PITSLRE, CDK11-p110, CDK11-p58, CDK11-p46, p58GTA
CDK13	CDC2L5	CHED, CDC2L, KIAA1791
CDC34		E2-CDC34, UBE2R1, UBC3
CDC37		P50CDC37
CDC42		G25K, CDC42Hs
CDC42BPA		MRCKA, PK428, FLJ23347, KIAA0451, MRCK
CDC42BPB		MRCKB, KIAA1124
CDC45	CDC45L2, CDC45L	
LRBA	CDC4L	BGL, LAB300, LBA
CDC5L		PCDC5RP, hCDC5, CEF1, CDC5
CDC6	CDC18L	
CDC7	CDC7L1	Hsk1, huCdc7, HsCdc7
CDH1	UVO	uvomorulin, CD324
CDH10		
CDH11		OB, CAD11
CDH12		Br-cadherin, CDHB
CDH12P2	CDH12P	C41-CAD
CDH13		CDHH
CDH15	CDH3, CDH14	
CDH16		
CDH17		HPT-1, cadherin
CDH18		CDH14, EY-CADHERIN
CDH19		CDH7
CDH2	NCAD	CDHN, CD325
CDH20		CDH7L3, Cdh7
CDH3		CDHP, PCAD
CDH4		
CDH5		7B4, CD144
CDH6		
CDH7		
CDH8		
CDH9		
CDIPT		PIS1, PIS
CDK10		PISSLRE
CDK2		
CDK3		
CDK4		PSK-J3
CDK5		PSSALRE
CDK5R1		p35nck5a, Nck5a
CDK5R2		p39nck5ai, P39, NCK5AI
CDK6		PLSTIRE
CDK7		CAK1, CDKN7, MO15, STK1, CAK
CDK8		K35
CDK9	CDC2L4	PITALRE, C-2k, TAK
CDKL1		KKIALRE
CDKL2		P56, KKIAMRE
CDKN1A	CDKN1	P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1
CDKN1B		KIP1, P27KIP1
CDKN1C	BWCR, BWS	P57, KIP2
CDKN2A	CDKN2, MLM	CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf
CDKN2B		P15, MTS2, INK4B, TP15, CDK4I, p15INK4b
CDKN2C		INK4C, p18
CDKN2D		INK4D, p19
CDKN3		KAP, CDI1
CDL1	CDL	
CDL2		
CDO1		
CDR1	CDR	CDR62A, CDR34
CDR2		CDR62, Yo
CDS1		
CDS2		
CDSN		D6S586E
CD52	CDW52	
CDX1		
CDX2	CDX3	
CDX4		
CDY1		CDY1A
CDY2A	CDY2	
CDYL		DKFZP586C1622, CDYL1
CEACAM1	BGP	BGP1, CD66a
CEACAM3	CGM1	CD66d
CEACAM4	CGM7	
CEACAM5	CEA	CD66e
CEACAM6	NCA	CD66c
CEACAM7	CGM2	CEA
CEACAM8	CGM6	CD66b
CEACAMP1	CGM8	
CEACAMP10	CGM17	
CEACAMP11	CGM18	
CEACAMP2	CGM9	
CEACAMP3	CGM10, CEACAM24P	
CEACAMP4	CGM11	
CEACAMP5	CGM12	
CEACAMP6	CGM13	
CEACAMP7	CGM14	
CEACAMP8	CGM15	
CEACAMP9	CGM16	
CEBPA	CEBP	C/EBP-alpha
CEBPB	TCF5	LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta
CEBPD		CRP3, CELF, C/EBP-delta, NF-IL6-beta
CEBPE		CRP1
CEBPG		GPE1BP, IG/EBP-1
CECR		
CECR1	IDGFL	ADGF
CECR2		KIAA1740
CECR3		
CECR5-AS1	CECR4	NCRNA00017
CECR5		
CECR6		
CECR7		SAHL1
HSFY1P1	CECR8	HSFYP1, HSFYL1
CECR9		
CEL		BSSL, MODY8
CELP	CELL	
CELSR1		ME2, HFMI2, FMI2, CDHF9
CENPA		CENP-A, CenH3
CENPB		
CENPC1		CENPC, CENP-C, hcp-4, MIF2
CENPC1P1	CENPC, CENPC2	
CENPE		KIF10, PPP1R61
CENPF		hcp-1
CNTRL	CEP1, CEP110	
CEP250	CEP2	C-NAP1
CEPA		
CER1		DAND4
CES1		HMSE, CES2, HMSE1, SES1, CEH, CES1A1, CES1A2
CES2		CE-2, iCE, CES2A1
CES3		FLJ21736, ES31
CETN1	CETN	CEN1
CETN2	CALT	CEN2
CETN3		CEN3
CETP		BPIFF
CFDP1		BCNT, p97, CP27, SWC5, Yeti, CENP-29
CFL1	CFL	
CFL2		NEM7
CFLAR	CASP8AP1	CASH, Casper, CLARP, FLAME, FLIP, I-FLICE, MRIT, c-FLIP
CFL1P5	CFLL1, CFLP5	
CFL1P2	CFLL2, CFLP2	
CFL1P3	CFLL3, CFLP3	
CFL1P4	CFLL4, CFLP4	
CFM1		
CFM2		
CFTR	CF, ABCC7	MRP7, ABC35, TNR-CFTR, dJ760C5.1, CFTR/MRP
CGA		HCG, GPHa, GPHA1, FSHA, LHA, TSHA
CGB		CGB3
CGF1		
CGGBP1		p20-CGGBP, CGGBP
CH25H		
VPS13A	CHAC	KIAA0986
CHAD		SLRR4A
CHAF1A		CAF1P150, CAF1B, CAF-1, CAF1, P150, MGC71229
CHAF1B		CAF1P60, CAF-1, CAF1, CAF1A, MPP7, MPHOSPH7
CHAT		
RCC1	CHC1	
RCBTB2	CHC1L	
CHD1		
CHD1L		ALC1
CHD2		FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200
CHD3		Mi-2a, ZFH, Mi2-ALPHA
CHD4		Mi-2b, Mi2-BETA
CHE2		
CHED1		CHED
CHEK1		CHK1
FOXN3	C14orf116, CHES1	
CHGA		
CHGB	SCG1	
CHI3L1		GP39, YKL40
CHI3L2		YKL-39, YKL39
CHIC1		BRX
CHIC2		BTL
CHIT1		CHIT, CHI3
CHKA	CHK	CKI
CHKB	CHKL	CHETK
CHL1		CALL, L1CAM2, FLJ44930, MGC132578
CHM	TCD, DXS540	REP-1
CHML		REP-2
CHN1	CHN, DURS2	RhoGAP2, ARHGAP2, n-chimerin
CHN2		ARHGAP3, RhoGAP3
CHR		
CHRD		
CHRM1		
CHRM2		
CHRM3		
CHRM4		
CHRM5		
CHRNA1	CHRNA	
CHRNA2		
CHRNA3		
CHRNA4	EBN, EBN1	BFNC
CHRNA5		
CHRNA7		
CHRNB1	CHRNB	
CHRNB2		
CHRNB3		
CHRNB4		
CHRND	ACHRD	
CHRNE		ACHRE
CHRNG	ACHRG	
LYST	CHS1	CHS
CHST1		C6ST, KSGal6ST
CHST2		C6ST
CHST3		C6ST, C6ST1
CHST4		HEC-GLCNAC-6-ST, LSST
CHST5		I-GLCNAC-6-ST, FLJ22167
CHUK	TCF16	IKK1, IKK-alpha, IkBKA, NFKBIKA, IKKA
VSX2	HOX10, CHX10	RET1
CIDEA		CIDE-A
CIDEB		
CILP		HsT18872
CIRBP		CIRP
CIRH1A		NAIC, FLJ14728, KIAA1988, TEX292, CIRHIN, UTP4
CISH		CIS, G18, CIS-1, SOCS
CIT		KIAA0949, STK21, CRIK
CITED1	MSG1	
CITED2		MRG1
TBCB	CKAP1	CG22, CKAPI
CKAP2		LB1, FLJ10749, se20-10, TMAP
CKB	CKBB	
CKBE		
CKBP1		
CKM	CKMM	
CKMT1B	CKMT, CKMT1	UMTCK
CKMT2		SMTCK
CKS1BP7	CKS1, CKS1A	
CKS2		
GREM1	CKTSF1B1	DRM, gremlin, DAND2
SCAR2	CLA1	
SCAX1	CLA2	
CLA3	CPD1	
AP3S1	CLAPS3	
CLC		LGALS10, LPPL_HUMAN, MGC149659
CLCA1		CaCC, CLCRG1
CLCA2		CLCRG2
CLCA3P	CLCA3	
CLCA4		CaCC2
CLCN1		CLC1, ClC-1
CLCN2		CLC2, EJM6, ClC-2
CLCN3		CLC3, ClC-3
CLCN4		CLC4, ClC-4
CLCN5	NPHL2, NPHL1	DENTS, XLRH, hClC-K2, hCIC-K2, CLC5, XRN, ClC-5
CLCN6		CLC-6, KIAA0046, ClC-6
CLCN7		CLC-7, OPTA2, CLC7, ClC-7, PPP1R63
CLCNKA		hClC-Ka
CLCNKB		hClC-Kb
CLDN1		SEMP1, ILVASC
CLDN10		OSP-L, CPETRL3
CLDN12		
CLDN14	DFNB29	
CLDN15		
CLDN16		PCLN1, HOMG3
CLDN17		MGC126552, MGC126554
CLDN18	SFTPJ	
CLDN19		
CLDN2		
CLDN20		
CLDN22		CLDN21
CLDN3	C7orf1, CPETR2	RVP1, CPE-R2, HRVP1
